Region,District,Ward,Village,team_leader,dateVaccination,dateVaccinati,Dogs,Cats,Correct_Village,Correct_Ward,Correct_District,Correct_Region
lindi,Lindi rural,Mnolela,Ruhokwe,Zuhura Livengwa,29/06/2012,29-Jun-12,12,3,Ruhokwe,Mnolela,Lindi Rural,Lindi
Lindi,Lindi rural,Mnolela,Ruhokwe,Aman Makange ,20/02/2011,20-Feb-11,16,0,Ruhokwe,Mnolela,Lindi Rural,Lindi
Lindi,Lindi Rural,Mnolela,Ruhokwe,NEEMA CHIJENDI,29/06/2014,29-Jun-14,1,0,Ruhokwe,Mnolela,Lindi Rural,Lindi
Lindi,Lindi rural,Mnolela,Ruhokwe,Boniventure Achiula,16/11/2016,16-Nov-16,9,5,Ruhokwe,Mnolela,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Ruhoma,Joel Manjambwa ,02/09/2015,02-Sep-15,7,0,Ruhoma,Rutamba,Lindi Rural,Lindi
lindi,Lindi rural,Rutamba,Ruhoma,Mponjoli mwakosya,02/06/2012,02-Jul-12,7,1,Ruhoma,Rutamba,Lindi Rural,Lindi
Mtwara,Nanyumbu,Sengenya  ,Rukumbi,NA,09/11/2016,09-Nov-16,14,0,Rukumbi,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya  ,Rukumbi,NA,29/08/2015,29-Aug-15,14,0,Rukumbi,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya,Rukumbi,"D,Marijani",21/02/2011,21-Feb-11,12,3,Rukumbi,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya,Rukumbi,Juma Mnali,18/06/2014,18-Jun-14,9,0,Rukumbi,Sengenya,Nanyumbu,Mtwara
Pwani,Rufiji,Kiongoroni,Ruma,DAUDI KALINGA,10/03/2011,10-Mar-11,0,0,Ruma,Kiongoroni,Rufiji,Pwani
Coast,Rufiji,Ruaruke,Rungungu,NA,22/11/2016,22-Nov-16,0,0,Rungungu,Ruaruke,Rufiji,Pwani
Pwani,Rufiji,Ruaruke,Rungungu,NA,06/02/2015,06-Feb-15,3,3,Rungungu,Ruaruke,Rufiji,Pwani
Pwani,Rufiji,Ruaruke,Rungungu,SHEBUGHE,14/12/2013,14-Dec-13,3,0,Rungungu,Ruaruke,Rufiji,Pwani
Pwani,Rufiji,Ruaruke,Rungungu,SHEBUGHE,05/03/2011,05-Mar-11,3,0,Rungungu,Ruaruke,Rufiji,Pwani
Lindi,Lindi rural,Kiwalala,Ruo,Sr. Edith Mbunda,03/09/2015,03-Sep-15,10,4,Ruo,Kiwalala,Lindi Rural,Lindi
lindi,Lindi rural,Kiwalala,Likanga,Abdala Faris,02/06/2012,02-Jul-12,26,2,Ruo,Kiwalala,Lindi Rural,Lindi
Lindi,Lindi rural,Kiwalala,Ruo,Rajabu Namkoko,16/11/2016,16-Nov-16,5,1,Ruo,Kiwalala,Lindi Rural,Lindi
Lindi,Nachingwea,Ruponda,Ruponda,NA,09/11/2016,09-Nov-16,49,7,Ruponda,Ruponda,Nachingwea,Lindi
Lindi,Nachingwea,Ruponda,Ruponda,NA,04/09/2015,04-Sep-15,49,7,Ruponda,Ruponda,Nachingwea,Lindi
Lindi,Nachingwea,Ruponda,Ruponda,NA,26/06/2012,26-Jun-12,52,27,Ruponda,Ruponda,Nachingwea,Lindi
Lindi,Nachingwea, Ruponda  , Ruponda ,NA,21/02/2011,21-Feb-11,34,27,Ruponda,Ruponda,Nachingwea,Lindi
Lindi,Nachingwea,Ruponda,Ruponda,Adrian Njega,25/06/2014,25-Jun-14,45,20,Ruponda,Ruponda,Nachingwea,Lindi
Lindi,Nachingwea,Marambo,Rupota,NA,03/11/2016,03-Nov-16,14,3,Rupota,Marambo,Nachingwea,Lindi
Lindi,Nachingwea,Marambo,Rupota,NA,03/09/2015,03-Sep-15,12,4,Rupota,Marambo,Nachingwea,Lindi
Lindi,Nachingwea,Marambo,Rupota,NA,26/06/2012,26-Jun-12,30,18,Rupota,Marambo,Nachingwea,Lindi
Lindi,Nachingwea, Marambo  , Rupota ,NA,19/02/2011,19-Feb-11,30,18,Rupota,Marambo,Nachingwea,Lindi
Lindi,Nachingwea,Marambo,Rupota,Mohamed Milongia,24/06/2014,24-Jun-14,14,2,Rupota,Marambo,Nachingwea,Lindi
Lindi,Kilwa, Lihimalyao  ,Rushungi,Mpendasali F.,29/11/2016,29-Nov-16,32,24,Rushungi,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Rushungi,Mupendasali,23/09/2015,23-Sep-15,14,11,Rushungi,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Rushungi,NA,25/06/2012,25-Jun-12,18,67,Rushungi,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,LIHIMALYAO,RUSHUNGI,MUPENDASALI,18/02/2011,18-Feb-11,18,39,Rushungi,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Rushungi,Futinaye Mupendasali,18/07/2014,18-Jul-14,9,37,Rushungi,Lihimalyao,Kilwa,Lindi
Lindi,Lindi urban,Wailes,Rutamba,NA,04/11/2016,04-Nov-16,1,0,Rutamba,Wailes,Lindi Urban,Lindi
Lindi,Lindi urban,Wailes,Rutamba,NA,09/09/2015,09-Sep-15,3,0,Rutamba,Wailes,Lindi Urban,Lindi
Lindi,Lindi Urban,Wailes,Rutamba,EISIEN W. MLIGO,24/06/2014,24-Jun-14,0,0,Rutamba,Wailes,Lindi Urban,Lindi
Lindi,Lindi rural,Rutamba,Rutambayasasa,Joel Manjambwa ,04/09/2015,04-Sep-15,3,4,Rutamba ya Sasa,Rutamba,Lindi Rural,Lindi
lindi,Lindi rural,Rutamba,Rutamba sasa,Ismail Cosmas,30/06/2012,30-Jun-12,19,9,Rutamba ya Sasa,Rutamba,Lindi Rural,Lindi
lindi,Lindi rural,Rutamba,Rutamba sasa,Ismail Cosmas,26/06/2012,26-Jun-12,44,26,Rutamba ya Sasa,Rutamba,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Rutamba-sasa,Walter Kitambawazi,19/02/2011,19-Feb-11,30,0,Rutamba ya Sasa,Rutamba,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Trutamba ya sasa,Abdulazizi Ngimbwa,13/11/2016,13-Nov-16,11,8,Rutamba ya Sasa,Rutamba,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Rutambayazamani,Joel Manjambwa ,05/09/2015,05-Sep-15,16,0,Rutamba ya Zamani,Rutamba,Lindi Rural,Lindi
lindi,Lindi rural,Rutamba,Rutamba zamani,Ismail Cosmas,29/06/2012,29-Jun-12,19,15,Rutamba ya Zamani,Rutamba,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Rutamba-zamani ,Walter Kitambawazi,19/02/2011,19-Feb-11,14,0,Rutamba ya Zamani,Rutamba,Lindi Rural,Lindi
Lindi,Lindi rural,Rutamba,Rutamba ya zamani,Abdulazizi Ngimbwa,12/11/2016,12-Nov-16,15,7,Rutamba ya Zamani,Rutamba,Lindi Rural,Lindi
Coast,Kibaha rural,Ruvu,Soweto ,Gideoni J.Mwaka,18/11/2016,18-Nov-16,19,4,Ruvu Station,Ruvu,Kibaha,Pwani
Coast,Kibaha rural,Ruvu,Ruvu Station,Gideoni J.Mwaka,17/11/2016,17-Nov-16,154,16,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha rural,Ruvu,Ruvu station,Francis ekoni,09/12/2013,09-Dec-13,55,6,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha rural,Ruvu,Ruvu station,Francis ekoni,08/12/2013,08-Dec-13,101,18,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha rural,Ruvu,Ruvu station,Francis ekoni,24/02/2012,24-Feb-12,10,6,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha rural,Ruvu,Ruvu Station,E. Kabwe,19/02/2011,19-Feb-11,79,12,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha Rural,Ruvu,Mmingu,NA,12/12/2014,12-Dec-14,36,6,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha Rural,Ruvu,Ruvu Station,NA,10/12/2014,10-Dec-14,56,18,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha Rural,Ruvu,Mongomole,NA,09/12/2014,09-Dec-14,32,8,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha Rural,Ruvu,Soweto,NA,06/12/2014,06-Dec-14,23,9,Ruvu Station,Ruvu,Kibaha,Pwani
Pwani,Kibaha Rural,Ruvu,Mtakuja,NA,05/12/2014,05-Dec-14,68,8,Ruvu Station,Ruvu,Kibaha,Pwani
Morogoro,Morogoro urban,Mlimani,Ruvuma,NA,07/11/2016,07-Nov-16,4,6,Ruvuma,Mlimani,Morogoro Urban,Morogoro
Mtwara,Tandahimba,Mihambwe,Ruvuma,Simon Pius Paul,23/08/2015,23-Aug-15,1,3,Ruvuma,Mihambwe,Tandahimba,Mtwara
Mtwara,Tandahimba,Mihambwe,Ruvuma,Ally Mnyuvele,23/06/2014,23-Jun-14,0,6,Ruvuma,Mihambwe,Tandahimba,Mtwara
Coast,Rufiji,Mkongo,Ruwe,NA,18/11/2016,18-Nov-16,11,0,Ruwe,Mkongo,Rufiji,Pwani
Pwani,Rufiji,Mkongo,Ruwe,NA,03/02/2015,03-Feb-15,5,5,Ruwe,Mkongo,Rufiji,Pwani
Pwani,Rufiji,Mkongo,Ruwe,ZUBERI MAGANGA,13/12/2013,13-Dec-13,17,0,Ruwe,Mkongo,Rufiji,Pwani
Pwani,Rufiji,Mkongo,Ruwe,KWIGOSERA M.,03/03/2011,03-Mar-11,14,0,Ruwe,Mkongo,Rufiji,Pwani
Kaskazini Pemba,Micheweni,Mapofu,Ruwi,NA,16/12/2014,16-Dec-14,8,1,Ruwi,Wingwi Mapofu,Micheweni,Pemba
Lindi,Kilwa, Lihimalyao  ,Ruyaya,Boniface Achiula,19/11/2016,19-Nov-16,1,39,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Ruyaya,Msami & Kigodi,26/09/2015,26-Sep-15,8,1,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Mkara mkavu,NA,23/06/2012,23-Jun-12,7,38,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Ruyaya,NA,22/06/2012,22-Jun-12,10,23,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,LIHIMALYAO,RUYAYA,ACHIULA,18/02/2011,18-Feb-11,2,15,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Kilwa,Lihimalyao,Ruyaya,Edward Msami,19/07/2014,19-Jul-14,21,16,Ruyaya,Lihimalyao,Kilwa,Lindi
Lindi,Nachingwea,Kipara mnero,Libundu,NA,10/11/2016,10-Nov-16,5,2,Rweje,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Rweje,NA,04/11/2016,04-Nov-16,15,2,Rweje,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Rweje,NA,04/09/2015,04-Sep-15,17,3,Rweje,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Rweje,NA,28/06/2012,28-Jun-12,16,16,Rweje,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea, Mkoka  , Rweje ,NA,20/02/2011,20-Feb-11,16,12,Rweje,Mkoka,Nachingwea,Lindi
Lindi,Nachingwea,Mkoka,Rweje,Milton Mkosola,23/06/2014,23-Jun-14,19,1,Rweje,Mkoka,Nachingwea,Lindi
Mtwara,Mtwara urban,Jangwani,Rwelu,NA,15/11/2016,15-Nov-16,12,0,Rwelu,Jangwani,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Jangwani,Rwelu,NA,02/10/2015,02-Oct-15,9,0,Rwelu,Jangwani,Mtwara Urban,Mtwara
mtwara,Mtwara urban,Jangwani,Rwelu,Hasani Kanyenda,28/06/2012,28-Jun-12,8,1,Rwelu,Jangwani,Mtwara Urban,Mtwara
Kusini Pemba,Mkoani,Mjimbini,S/Kitweni,NA,01/12/2014,01-Dec-14,11,0,S/Kitweni,Mjimbini,Mkoani,Pemba
Morogoro,Morogoro urban,Mwembesongo,Saadan,NA,07/11/2016,07-Nov-16,49,4,Saadan,Mwembesongo,Morogoro Urban,Morogoro
Lindi,Lindi urban,Nachingwea,Sabasaba,NA,05/11/2016,05-Nov-16,10,2,Sabasaba,Nachingwea,Lindi Urban,Lindi
Lindi,Lindi urban,Nachingwea,Sabasaba,NA,10/09/2015,10-Sep-15,21,0,Sabasaba,Nachingwea,Lindi Urban,Lindi
Morogoro,Morogoro Urban,MBUYUNI,Ofisi ya Kata,Esther Natai,21/12/2014,21-Dec-14,132,48,Sabasaba,Mbuyuni,Morogoro Urban,Morogoro
Mtwara,Mtwara urban,Chikongola,Sabasaba,NA,02/11/2016,02-Nov-16,0,0,Sabasaba,Chikongola,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chikongola,Sabasaba,NA,03/10/2015,03-Oct-15,0,0,Sabasaba,Chikongola,Mtwara Urban,Mtwara
Lindi,Lindi Urban,Nachingwea,Sabasaba,VENANTI BUTUNTU,30/06/2014,30-Jun-14,17,5,Sabasaba,Nachingwea,Lindi Urban,Lindi
Pwani,Kibaha urban,Misugusugu,Saeni,NA,06/12/2016,06-Dec-16,72,10,Saeni,Misugusugu,Kibaha Urban,Pwani
Pwani,Kibaha urban,Misugusugu,Saeni,K. Mwanga,21/11/2013,21-Nov-13,40,2,Saeni,Misugusugu,Kibaha Urban,Pwani
Pwani,Kibaha urban,Misugusugu,Saeni.,Hamida H. Licholonjo.,21/06/2012,21-Jun-12,18,1,Saeni,Misugusugu,Kibaha Urban,Pwani
Cost,Kibaha urban,Misugusugu,Saeni,Mwanaisha gilla,25/02/2011,25-Mar-11,13,1,Saeni,Misugusugu,Kibaha Urban,Pwani
Pwani,Kibaha Urban,Misugusugu,Saeni ,A.Msimbe,16/12/2014,16-Dec-14,37,2,Saeni,Misugusugu,Kibaha Urban,Pwani
Morogoro,Kilombero,Signali,Sagamaganga,NA,22/11/2016,22-Nov-16,120,22,Sagamaganga,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Signal ,Sagamanga ,Bernad Bassu,05/01/2015,05-Jan-15,128,6,Sagamaganga,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Kiberege  ,Sagamaganga,NA,10/10/2011,10-Oct-11,92,8,Sagamaganga,Kiberege,Kilombero,Morogoro
Morogoro,Kilombero,Kiberege  ,Sagamaganga,NA,23/07/2010,23-Jul-10,71,4,Sagamaganga,Kiberege,Kilombero,Morogoro
Pwani,Kibaha urban,Kongowe,Sagare,NA,06/12/2016,06-Dec-16,56,8,Sagare,Kongowe,Kibaha Urban,Pwani
Pwani,Kibaha urban,Kongowe,Sagale,E.M. Mchagi ,21/11/2013,21-Nov-13,17,0,Sagare,Kongowe,Kibaha Urban,Pwani
Pwani,Kibaha urban,Kongowe,Sagale,Charles Fransis,22/06/2012,22-Jun-12,34,2,Sagare,Kongowe,Kibaha Urban,Pwani
Pwani,Kibaha Urban,Kongowe,Sagale,M.Barua,16/12/2014,16-Dec-14,30,7,Sagare,Kongowe,Kibaha Urban,Pwani
Mtwara,Tandahimba,Chingungwe,Salama,A. Gilbert,03/11/2016,03-Nov-16,1,0,Salama,Chingungwe,Tandahimba,Mtwara
Mtwara,Tandahimba,Chingungwe,Salama,Sizya Lugembe,25/08/2015,25-Aug-15,4,2,Salama,Chingungwe,Tandahimba,Mtwara
Mtwara,Tandahimba,Chingungwe,Salama,Albert Gilbert,30/06/2014,30-Jun-14,4,1,Salama,Chingungwe,Tandahimba,Mtwara
Dar Es Salaam,Kinondoni,Wazo,Salasala,"Deusdedit Nestory, Khalid Mkana, Magdalena Minde",23/11/2016,23-Nov-16,23,0,Salasala,Wazo,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,WAZO,SALASALA,"Dora Sungusia, Salma Wazambi, Robert Kimaro",17/12/2014,17-Dec-14,26,1,Salasala,Wazo,Kinondoni,Dar-es-salaam
Morogoro,Ulanga,Sali,Sali,NA,06/12/2016,06-Dec-16,45,9,Sali,Sali,Ulanga,Morogoro
Morogoro,Ulanga,Sali,Sali,Benignus Katyawa,16/03/2013,16-Mar-13,64,7,Sali,Sali,Ulanga,Morogoro
Morogoro,Ulanga,Sali  ,Sali ,NA,06/10/2011,06-Oct-11,67,19,Sali,Sali,Ulanga,Morogoro
Morogoro,Ulanga,Sali  ,Sali ,NA,09/05/2010,09-May-10,55,20,Sali,Sali,Ulanga,Morogoro
Morogoro,Ulanga,SALI,Sali,Dadi,12/12/2014,12-Dec-14,103,10,Sali,Sali,Ulanga,Morogoro
Mtwara,Newala,Nanguruwe,Samora,NA,19/11/2016,19-Nov-16,4,7,Samora,Nanguruwe,Newala,Mtwara
Mtwara,Newala,Nanguruwe,Samora,Kileo,22/08/2015,22-Aug-15,4,3,Samora,Nanguruwe,Newala,Mtwara
mtwara,Newala,Nanguruwe,Samora,Zalari,11/09/2012,11-Sep-12,6,5,Samora,Nanguruwe,Newala,Mtwara
Mtwara,Newala,Nanguruwe,SAMORA,ELIAS MLAPONI,02/03/2011,02-Feb-11,45,2,Samora,Nanguruwe,Newala,Mtwara
Mtwara,Newala,Nanguruwe,Samora,Elias Mlaponi,04/07/2014,04-Jul-14,42,0,Samora,Nanguruwe,Newala,Mtwara
Pwani,Mkuranga,NA,Sangarani,NA,05/01/2015,05-Jan-15,11,1,Sangalani,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,Lukanga,Sangarani,Charles N Oging,18/11/2013,18-Nov-13,11,0,Sangalani,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,Lukanga,Sangarani,Festo mallya,17/06/2012,17-Jun-12,16,0,Sangalani,Lukanga,Mkuranga,Pwani
Pwani,Mkuranga,Lukanga,Sangarani,Ezekiel J.Masanja,23/03/2011,23-Mar-11,2,0,Sangalani,Lukanga,Mkuranga,Pwani
Coast,Kisarawe,Vihingo,Sangwe,David Mwakisole,18/11/2016,18-Nov-16,20,0,Sangwe,Vihingo,Kisarawe,Pwani
Pwani,Kisarawe,Vihingo,Sangwe ,"Mmbaga, S",18/01/2015,18-Jan-15,8,2,Sangwe,Vihingo,Kisarawe,Pwani
Pwani,Kisarawe,Vihingo,Malangalanga,"Mmbaga, S",16/01/2015,16-Jan-15,16,2,Sangwe,Vihingo,Kisarawe,Pwani
Pwani,Kisarawe,Vihingo,Sangwe ,NA,20/11/2013,20-Nov-13,24,2,Sangwe,Vihingo,Kisarawe,Pwani
Pwani,Kisarawe,Vihingo,Sangwe,Clemence J. Nyika,13/07/2012,13-Jul-12,24,0,Sangwe,Vihingo,Kisarawe,Pwani
Pwani,Kisarawe,Vihingo,Sangwe ,Clemence Nyika,05/03/2011,05-Mar-11,29,8,Sangwe,Vihingo,Kisarawe,Pwani
Morogoro,Kilombero,Sanje,Sanje,NA,24/11/2016,24-Nov-16,52,24,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje ,Sanje ,Athanas Ibrahim,05/01/2015,05-Jan-15,52,18,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje,Sanje,Azama Namiyuya,16/02/2013,16-Feb-13,23,9,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje,Sanje,Danstan Kitukulu,16/02/2013,16-Feb-13,20,9,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje,Sanje,Athanasi Ibrahim,15/02/2013,15-Feb-13,41,18,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje  ,Sanje,NA,13/10/2011,13-Oct-11,23,15,Sanje,Sanje,Kilombero,Morogoro
Morogoro,Kilombero,Sanje  ,Sanje,NA,15/07/2010,15-Jul-10,20,11,Sanje,Sanje,Kilombero,Morogoro
Dar Es Salaam,Temeke,Somangila,Sara,Haji mpunga,12/12/2016,12-Dec-16,12,5,Sara,Somangila,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Somangila,Sara,Geofrey Anthony,27/02/2015,27-Jan-15,25,0,Sara,Somangila,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Somangila,Sara,Hussein Mhoma,26/09/2011,26-Sep-11,0,0,Sara,Somangila,Temeke,Dar-es-salaam
Dar Es Salaam,Kinondoni,Saranga,Saranga,"Wiliam Kishai, Albentina Mpera, Deusdedit Nestory, Allan Thomas",24/11/2016,24-Nov-16,56,0,Saranga,Saranga,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,SARANGA,SARANGA,"William Kishai, Bigelwa Kisnza",18/12/2014,18-Dec-14,64,6,Saranga,Saranga,Kinondoni,Dar-es-salaam
Kaskazini Pemba,Micheweni,Tumbe,Saunga,NA,16/12/2014,16-Dec-14,3,0,Saunga,Tumbe Mashariki,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Msuka,Sebleni,NA,16/12/2014,16-Dec-14,3,0,Sebleni,Msuka Mashariki,Micheweni,Pemba
Kaskazini Pemba,Wete,Bopwe,Sebuwatu,NA,13/11/2013,13-Nov-13,14,0,Sebuwatu,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,Bopwe,Sebuwatu,NA,12/12/2014,12-Dec-14,3,0,Sebuwatu,Bopwe,Wete,Pemba
Dar Es Salaam,Ilala,Segerea,Segerea,NA,12/01/2017,12-Jan-17,68,4,Segerea,Segerea,Ilala,Dar-es-salaam
Dar-es-salaam,Ilala,Segerea,Segerea,Naomimasalu,10/04/2013,10-Apr-13,149,0,Segerea,Segerea,Ilala,Dar-es-salaam
dar_es_salaam,Ilala,Segerea,Segerea  amani  ugombolwa,Aisha b  luwongo,20/10/2011,20-Oct-11,176,1,Segerea,Segerea,Ilala,Dar-es-salaam
Kaskazini Pemba,Wete,Selemu,Selemu,NA,13/11/2013,13-Nov-13,4,1,Selem,Selem,Wete,Pemba
Kaskazini Pemba,Wete,SELEMU,Selem,NA,30/06/2012,30-Jun-12,5,0,Selem,Selem,Wete,Pemba
Kaskazini Pemba,Wete,Selemu,Selemu,NA,08/12/2014,08-Dec-14,6,1,Selem,Selem,Wete,Pemba
Mtwara,Nanyumbu,Sengenya  ,Matimbeni,NA,07/11/2016,07-Nov-16,4,7,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya  ,Sengenya,NA,07/11/2016,07-Nov-16,24,3,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya  ,Mnazimoja,NA,02/11/2016,02-Nov-16,1,0,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya  ,Matimbeni,NA,27/08/2015,27-Aug-15,21,5,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya  ,Sengenya,NA,27/08/2015,27-Aug-15,23,2,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya,Sengenya,J.Mnali,23/06/2012,23-Jun-12,31,0,Sengenya,Sengenya,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Sengenya,Sengenya,V.Umbela,21/02/2011,21-Feb-11,12,4,Sengenya,Sengenya,Nanyumbu,Mtwara
Kaskazini Pemba,Wete,Mtambwe South,Sengenya,NA,28/09/2016,28-Sep-16,15,0,Sengenya,Mtambwe South,Wete,Pemba
Mtwara,Nanyumbu,Sengenya,Sengenya,Juma Mnali,16/06/2014,16-Jun-14,30,8,Sengenya,Sengenya,Nanyumbu,Mtwara
Morogoro,Morogoro rural,Kidugalo,Seregete 'B',Masanja K,03/11/2016,03-Nov-16,71,4,Seregete B,Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro Rural,Kidugalo,Seregete A,Edwin Edson,19/12/2014,19-Dec-14,23,1,Seregete B,Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro Rural,Kidugalo,Seregete B,Martin Kingazi,19/12/2014,19-Dec-14,56,2,Seregete B,Kidugalo,Morogoro,Morogoro
Mtwara,Mtwara urban,Reli,Serengeti,NA,01/11/2016,01-Nov-16,3,0,Serengeti,Railway,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Reli,Serengeti,NA,02/10/2015,02-Oct-15,6,0,Serengeti,Railway,Mtwara Urban,Mtwara
Morogoro,Morogoro rural,Kidugalo,Seregete 'A',Masanja K,03/11/2016,03-Nov-16,19,0,Serengeti 'A',Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro ,NA,Sangasanga,Nathan,18/07/2010,18-Jul-10,57,0,Serengeti 'A',Kidugalo,Morogoro,Morogoro
Morogoro,Morogoro rural,Mngazi,Sesenga,Doreen Shayo,03/11/2016,03-Nov-16,70,16,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro,Mngazi,Sesenga,Ileen ntake,22/02/2013,22-Feb-13,16,2,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro,Mngazi,Sesenga,Ileen ntake,04/02/2013,04-Mar-13,15,0,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro,Mngazi,Shabani muhingo,Shabani muhingo,03/02/2013,03-Mar-13,20,0,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro ,NA,Sesenga,Nathan,17/07/2010,17-Jul-10,19,0,Sesenga,Mngazi,Morogoro,Morogoro
Morogoro,Morogoro Rural,Mgazi,Sesenga,Doreen Shayo,19/12/2014,19-Dec-14,23,4,Sesenga,Mngazi,Morogoro,Morogoro
Mtwara,Mtwara rural,Mtimbwilimbwi,Shaba,NA,08/11/2016,08-Nov-16,13,3,Shaba,Mtimbwilimbwi,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Mtimbwilimbwi,Shaba,NA,24/08/2015,24-Aug-15,23,4,Shaba,Mtimbwilimbwi,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Mtimbwilimbwi,Shaba,Salima Namwenje,30/06/2012,30-Jun-12,18,0,Shaba,Mtimbwilimbwi,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural,Mtimbwilimbwi,Shaba,"Athumani K., Temba N. P., Mlanji M,",21/06/2014,21-Jun-14,13,0,Shaba,Mtimbwilimbwi,Mtwara Rural,Mtwara
Morogoro,Morogoro urban,Kingo,Shamba,NA,14/11/2016,14-Nov-16,28,3,Shamba,Kingo,Morogoro Urban,Morogoro
Kusini Pemba,Mkoani,Kukuu,Shamiani,NA,01/12/2014,01-Dec-14,2,0,Shamiani,Kuukuu,Mkoani,Pemba
Mtwara,Tandahimba,Mchichira,Shangani ,E. Sekakai,05/11/2016,05-Nov-16,17,7,Shangani,Mchichira,Tandahimba,Mtwara
Mtwara,Tandahimba,Michenjele,Shangani,A.S. Mangwamba,01/11/2016,01-Nov-16,7,2,Shangani,Michenjele,Tandahimba,Mtwara
Mtwara,Tandahimba,Michenjele,Shangani,Simon Pius Paul,20/08/2015,20-Aug-15,13,1,Shangani,Michenjele,Tandahimba,Mtwara
Mtwara,Tandahimba,Mchichira,Shangani,Mangwamba A.S,23/06/2011,23-Jun-11,2,3,Shangani,Mchichira,Tandahimba,Mtwara
Mtwara,Tandahimba,Michenjele,Shangani,Abdallah Mangwamba,23/06/2014,23-Jun-14,5,1,Shangani,Michenjele,Tandahimba,Mtwara
Mtwara,Mtwara urban,Shangani,Shangani East,NA,08/11/2016,08-Nov-16,43,0,Shangani East,Shangani,Mtwara Urban,Mtwara
